"","measure","location","age_group","year","mean"
"365","Unmet need for any contraceptive method","Timor-Leste","15-49 years",1994,0.1663
"366","Unmet need for any contraceptive method","Timor-Leste","15-49 years",1995,0.1655
"367","Unmet need for any contraceptive method","Timor-Leste","15-49 years",1996,0.1653
"368","Unmet need for any contraceptive method","Timor-Leste","15-49 years",1997,0.1655
"369","Unmet need for any contraceptive method","Timor-Leste","15-49 years",1998,0.1661
"370","Unmet need for any contraceptive method","Timor-Leste","15-49 years",1999,0.1679
"371","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2000,0.1693
"372","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2001,0.1701
"373","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2002,0.1707
"374","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2003,0.1703
"375","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2004,0.1698
"376","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2005,0.1688
"377","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2006,0.1677
"378","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2007,0.1662
"379","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2008,0.1646
"380","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2009,0.1628
"381","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2010,0.1596
"382","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2011,0.1566
"383","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2012,0.1537
"384","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2013,0.1511
"385","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2014,0.1489
"386","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2015,0.1468
"387","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2016,0.1451
"388","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2017,0.1432
"389","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2018,0.1416
"390","Unmet need for any contraceptive method","Timor-Leste","15-49 years",2019,0.14
"391","Unmet need for any contraceptive method","Viet Nam","15-49 years",1990,0.07561
"392","Unmet need for any contraceptive method","Viet Nam","15-49 years",1991,0.07376
"393","Unmet need for any contraceptive method","Viet Nam","15-49 years",1992,0.07172
"394","Unmet need for any contraceptive method","Viet Nam","15-49 years",1993,0.06958
"395","Unmet need for any contraceptive method","Viet Nam","15-49 years",1994,0.06735
"396","Unmet need for any contraceptive method","Viet Nam","15-49 years",1995,0.06505
"397","Unmet need for any contraceptive method","Viet Nam","15-49 years",1996,0.06286
"398","Unmet need for any contraceptive method","Viet Nam","15-49 years",1997,0.06085
"399","Unmet need for any contraceptive method","Viet Nam","15-49 years",1998,0.05913
"400","Unmet need for any contraceptive method","Viet Nam","15-49 years",1999,0.0576
"401","Unmet need for any contraceptive method","Viet Nam","15-49 years",2000,0.05623
"402","Unmet need for any contraceptive method","Viet Nam","15-49 years",2001,0.05495
"403","Unmet need for any contraceptive method","Viet Nam","15-49 years",2002,0.05379
"404","Unmet need for any contraceptive method","Viet Nam","15-49 years",2003,0.05293
"405","Unmet need for any contraceptive method","Viet Nam","15-49 years",2004,0.05204
"406","Unmet need for any contraceptive method","Viet Nam","15-49 years",2005,0.05108
"407","Unmet need for any contraceptive method","Viet Nam","15-49 years",2006,0.05007
"408","Unmet need for any contraceptive method","Viet Nam","15-49 years",2007,0.04918
"409","Unmet need for any contraceptive method","Viet Nam","15-49 years",2008,0.0486
"410","Unmet need for any contraceptive method","Viet Nam","15-49 years",2009,0.0485
"411","Unmet need for any contraceptive method","Viet Nam","15-49 years",2010,0.04879
"412","Unmet need for any contraceptive method","Viet Nam","15-49 years",2011,0.0491
"413","Unmet need for any contraceptive method","Viet Nam","15-49 years",2012,0.0495
"414","Unmet need for any contraceptive method","Viet Nam","15-49 years",2013,0.0497
"415","Unmet need for any contraceptive method","Viet Nam","15-49 years",2014,0.04968
"416","Unmet need for any contraceptive method","Viet Nam","15-49 years",2015,0.04918
"417","Unmet need for any contraceptive method","Viet Nam","15-49 years",2016,0.04798
"418","Unmet need for any contraceptive method","Viet Nam","15-49 years",2017,0.0464
"419","Unmet need for any contraceptive method","Viet Nam","15-49 years",2018,0.04457
"420","Unmet need for any contraceptive method","Viet Nam","15-49 years",2019,0.0426
"421","Unmet need for any contraceptive method","Fiji","15-49 years",1990,0.1257
"422","Unmet need for any contraceptive method","Fiji","15-49 years",1991,0.124
"423","Unmet need for any contraceptive method","Fiji","15-49 years",1992,0.122
"424","Unmet need for any contraceptive method","Fiji","15-49 years",1993,0.1201
"425","Unmet need for any contraceptive method","Fiji","15-49 years",1994,0.1181
"426","Unmet need for any contraceptive method","Fiji","15-49 years",1995,0.116
"427","Unmet need for any contraceptive method","Fiji","15-49 years",1996,0.1141
"428","Unmet need for any contraceptive method","Fiji","15-49 years",1997,0.1124
"429","Unmet need for any contraceptive method","Fiji","15-49 years",1998,0.1109
"430","Unmet need for any contraceptive method","Fiji","15-49 years",1999,0.1092
"431","Unmet need for any contraceptive method","Fiji","15-49 years",2000,0.1078
"432","Unmet need for any contraceptive method","Fiji","15-49 years",2001,0.1065
"433","Unmet need for any contraceptive method","Fiji","15-49 years",2002,0.1053
"434","Unmet need for any contraceptive method","Fiji","15-49 years",2003,0.1043
"435","Unmet need for any contraceptive method","Fiji","15-49 years",2004,0.1032
"436","Unmet need for any contraceptive method","Fiji","15-49 years",2005,0.1023
"437","Unmet need for any contraceptive method","Fiji","15-49 years",2006,0.1014
"438","Unmet need for any contraceptive method","Fiji","15-49 years",2007,0.1005
"439","Unmet need for any contraceptive method","Fiji","15-49 years",2008,0.09987
"440","Unmet need for any contraceptive method","Fiji","15-49 years",2009,0.09936
"441","Unmet need for any contraceptive method","Fiji","15-49 years",2010,0.09885
"442","Unmet need for any contraceptive method","Fiji","15-49 years",2011,0.09831
"443","Unmet need for any contraceptive method","Fiji","15-49 years",2012,0.09784
"444","Unmet need for any contraceptive method","Fiji","15-49 years",2013,0.09724
"445","Unmet need for any contraceptive method","Fiji","15-49 years",2014,0.09512
"446","Unmet need for any contraceptive method","Fiji","15-49 years",2015,0.09288
"447","Unmet need for any contraceptive method","Fiji","15-49 years",2016,0.09061
"448","Unmet need for any contraceptive method","Fiji","15-49 years",2017,0.0883
"449","Unmet need for any contraceptive method","Fiji","15-49 years",2018,0.08603
"450","Unmet need for any contraceptive method","Fiji","15-49 years",2019,0.08401
"451","Unmet need for any contraceptive method","Kiribati","15-49 years",1990,0.1914
"452","Unmet need for any contraceptive method","Kiribati","15-49 years",1991,0.1898
"453","Unmet need for any contraceptive method","Kiribati","15-49 years",1992,0.1878
"454","Unmet need for any contraceptive method","Kiribati","15-49 years",1993,0.1855
"455","Unmet need for any contraceptive method","Kiribati","15-49 years",1994,0.183
"456","Unmet need for any contraceptive method","Kiribati","15-49 years",1995,0.1806
"457","Unmet need for any contraceptive method","Kiribati","15-49 years",1996,0.1784
"458","Unmet need for any contraceptive method","Kiribati","15-49 years",1997,0.1763
"459","Unmet need for any contraceptive method","Kiribati","15-49 years",1998,0.1743
"460","Unmet need for any contraceptive method","Kiribati","15-49 years",1999,0.1726
"461","Unmet need for any contraceptive method","Kiribati","15-49 years",2000,0.1708
"462","Unmet need for any contraceptive method","Kiribati","15-49 years",2001,0.1705
"463","Unmet need for any contraceptive method","Kiribati","15-49 years",2002,0.1704
"464","Unmet need for any contraceptive method","Kiribati","15-49 years",2003,0.1704
"465","Unmet need for any contraceptive method","Kiribati","15-49 years",2004,0.1707
"466","Unmet need for any contraceptive method","Kiribati","15-49 years",2005,0.1709
"467","Unmet need for any contraceptive method","Kiribati","15-49 years",2006,0.1713
"468","Unmet need for any contraceptive method","Kiribati","15-49 years",2007,0.1716
"469","Unmet need for any contraceptive method","Kiribati","15-49 years",2008,0.172
"470","Unmet need for any contraceptive method","Kiribati","15-49 years",2009,0.1722
"471","Unmet need for any contraceptive method","Kiribati","15-49 years",2010,0.1711
"472","Unmet need for any contraceptive method","Kiribati","15-49 years",2011,0.1698
"473","Unmet need for any contraceptive method","Kiribati","15-49 years",2012,0.1682
"474","Unmet need for any contraceptive method","Kiribati","15-49 years",2013,0.1664
"475","Unmet need for any contraceptive method","Kiribati","15-49 years",2014,0.1646
"476","Unmet need for any contraceptive method","Kiribati","15-49 years",2015,0.1623
"477","Unmet need for any contraceptive method","Kiribati","15-49 years",2016,0.1597
"478","Unmet need for any contraceptive method","Kiribati","15-49 years",2017,0.1571
"479","Unmet need for any contraceptive method","Kiribati","15-49 years",2018,0.1543
"480","Unmet need for any contraceptive method","Kiribati","15-49 years",2019,0.1518
"481","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1990,0.06042
"482","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1991,0.05956
"483","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1992,0.05872
"484","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1993,0.05789
"485","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1994,0.05709
"486","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1995,0.05623
"487","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1996,0.05566
"488","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1997,0.05523
"489","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1998,0.05481
"490","Unmet need for any contraceptive method","Marshall Islands","15-49 years",1999,0.05434
"491","Unmet need for any contraceptive method","Marshall Islands","15-49 years",2000,0.05384
"492","Unmet need for any contraceptive method","Marshall Islands","15-49 years",2001,0.05333
"493","Unmet need for any contraceptive method","Marshall Islands","15-49 years",2002,0.05274
"494","Unmet need for any contraceptive method","Marshall Islands","15-49 years",2003,0.05217
"495","Unmet need for any contraceptive method","Marshall Islands","15-49 years",2004,0.05153
"496","Unmet need for any contraceptive method","Marshall Islands","15-49 years",2005,0.05079
